"","text","emotion","polarity"
"417","the bigotry of low expectations is strong in the comments lefties have no idea how racist they re‚Ä","sadness","negative"
"418","fuck you and all your republican sycophants","unknown","positive"
"419","im a suburban mom and ill be voting forracistinchief","unknown","neutral"
"420","racistinchief americaortrump","unknown","positive"
"421","go away nobody likes you and you ruin everything","unknown","negative"
"422","so you‚Äôre just catering to the upper middle class and the rich i thought a presidentcared for‚Ä","unknown","positive"
"423","this can‚Äôt be real can it","unknown","positive"
"424","doctors prescribe liveandletlivia tm for chronic racism not controlled with other treatments gi‚Ä","unknown","negative"
"425","very fine people on both sides but the poor ones shouldnt bother you","anger","negative"
"426","blablabla no plan no solutions nothing btw what about your health everything ok what about‚Ä","unknown","positive"
"427","i might remind djt that my dad bought our house on the gi bill fordown inwas that low‚Ä","unknown","positive"
"428","only racist people when they hear low income immediately equate black and brown people","sadness","negative"
"429","‚Ä","unknown","positive"
"430","why do you hate poor people you have no soul","anger","negative"
"431","nobody likes you","unknown","positive"
"432","idiot nothing to be proud of","joy","neutral"
"433","please be quiet","joy","positive"
"434","there really couldn‚Äôt be a more unambiguous way he could say that he despises poor people","sadness","negative"
"435","what about gentrification of lower income neighborhoods this actually pushes in a lot lower incom‚Ä","unknown","positive"
"436","wow you‚Äôre gross","unknown","neutral"
"437","this isn‚Äôt even subtle","unknown","positive"
"438","complete loon ball","unknown","positive"
"439","your racism is showing","unknown","negative"
"440","having affordable housing doesnt bother or financially hurt meyoure grotesquetruly","anger","negative"
"441","bs","unknown","positive"
"442","dog whistle racist","unknown","negative"
"443","didnt our very own government fine and reprimand our racist leader and his racist daddy fred for‚Ä","unknown","negative"
"444","you can‚Äôt put a price tag on decency and respect these are american traits which you know nothin‚Ä","joy","positive"
"445","a move that doesn‚Äôt pander to blacks nice","joy","positive"
"446","soylentgreen","unknown","positive"
"447","racist going to be racist","unknown","negative"
"448","racist","unknown","negative"
"449","i do not understand how people of faith can support a man who does things like this you dont hav‚Ä","joy","positive"
"450","well i don‚Äôt think this will get you any voteswomen are stll not going to vote for you","sadness","positive"
"451","donald happy bbudapestlive americans and groot","joy","positive"
"452","nimby jesus has spoken","unknown","positive"
"453","wtf is wrong with you","unknown","negative"
"454","what is wrong with you","unknown","negative"
"455","promoting racism to distract from the fact that you are a coward that will not stand up to putin nobodylikestrump","unknown","negative"
"456","bullshit showing your true colors with this tweet","unknown","positive"
"457","fair housing meeting","unknown","positive"
"458","thanks stephen miller","unknown","positive"
"459","a president that isn‚Äôt for all the people so sad very sad basically he doesn‚Äôt want black or brown living in the suburbs","sadness","negative"
"460","so what you‚Äôre implying is suburbanites are better than pp in low income housing that‚Äôsrac‚Ä","sadness","neutral"
"461","why dont you just have a special rerelease party at the white house of the movie birth of a nati‚Ä","unknown","positive"
"462","trumpisaracist","unknown","positive"
"463","really like really what in the actual fuck","joy","positive"
"464","you cant undue state laws around this","unknown","neutral"
"465","not your mandate","unknown","positive"
"466","‚Äúi am happy to inform you that low income people will not be able to buy or rent a house in your n‚Ä","joy","positive"
"467","this is pretty blatantly illegal","unknown","negative"
"468","he basically wants class separation lol trash","unknown","positive"
"469","this is some s fred trump racist bullshit letting your daddy issues shape your policy huh","unknown","neutral"
"470","thank you sir","unknown","positive"
"471","low income or high income are they allowed into trumps suburbs","anger","negative"
"472","you talk about building a new america but all you‚Äôve done is deconstruct heard of progress you‚Äôre a joke","unknown","positive"
"473","divide and conquer right you assume that everyone else is a sociopath like you","joy","positive"
"474","jesus said feed the poor trump said get them the hell outta here","sadness","negative"
"475","so where are people supposed to live when the market dictates we cant all be bankers that extra skin on your neck","joy","neutral"
"476","so the people who work in the suburbs the clerks janitors landscapers teachers nurses should‚Ä","unknown","positive"
"477","suburban lifestyle dreamriots in the citiesrampant uncontrolled disease now infecting co‚Ä","unknown","negative"
"478","translationhey white people im going to keep black and brown people from moving into your nei‚Ä","unknown","neutral"
"479","you have done a lot of nothing amp most of what you‚Äôve done is vindictive based this is one of the‚Ä","anger","negative"
"480","among a long list of other reasons","unknown","negative"
"481","how will this affect ghislaine","joy","positive"
"482","pander much","unknown","positive"
"483","you sir are a racist with this ‚Äúnot in my neighborhood thought process","unknown","negative"
"484","of course youll mandate that those working service industry jobs in those areas will be paid a li‚Ä","unknown","positive"
"485","fascist president setting the groundwork for his very own piotrkow trybunalski ghetto","unknown","negative"
"486","wait arent the lowincomepeople the peoplethatmakeuswork if not for the lowincome waiters‚Ä","unknown","positive"
"487","your dad said something eerily similar back in the s trying to spin the civil rights act as the‚Ä","unknown","neutral"
