"","x"
"1507","meanwhile your â€œinstinctâ€ is to tell voters that they canâ€™t have the things that they want and expect tâ€"
"1508","i hear youre running for senate and plan to get every american a gig in ukraine that pays k per month"
"1509","who writes your slogans platitudebot"
"1510","bidencorruption and treasonous"
"1511","joe you wrote thecrime bill that tore black families apart inyears of public service you havenâ€"
"1512","yes please show us trump still wins if he is everywhere even if itâ€™s doing and saying the wrong thinâ€"
"1513","you said ur running for senateyour supporting someone who has dementia"
"1514","stop diddling kids"
"1515","how long do you think you will resign or live if you were electedâ˜ï"
"1516","sleepyhead"
"1517","is it sleepy timepaw pawhave some puddingwheres hunter"
"1518","i got hairy legs"
"1519","is this the proper way to kissyour granddaughterasking for america ğÿ”"
"1520","calm the waters and lower the temperatureswowthats deepğÿ˜ you mean like obama did when he told hisâ€"
"1521","what now"
"1522","joebidenisaracist joebidenisadisgrace"
"1523","then stop talking"
"1524","hows hunterchinese still buying him off asking formillion friendslmao"
"1525","going to restart the apology tour again bowing is out of fashionkneeling is the new hotness"
"1526","i want to see you take questions that are not scripted"
"1527","with these few words youâ€™ve won many heart america should be put back on track againtrump is a americans mistake"
"1528","president is not tearing the country apart it is hate filled liberals who are using unsuspecting minoritâ€"
"1529","i will vote for you but i am afraid that you will let iran grow and become stronger"
"1530","go back to sleep time line says your assistant typed thishours ago and it still finds its way in my fâ€"
"1531","sad that his family watches his clone do this bahahahahaha"
"1532","build back better sounds a lot like â€œmake america great againâ€just not as good does he need to buildâ€"
"1533","it would not be unkind at this point to tell joe he won and put him in a nice home somewhere"
"1534","career politicians we dont need"
"1535","your a communist and anyone who votes for you is a communist too"
"1536","buffoon"
"1537","is a floating dumpster fire he burns down anything he touchesğÿ˜ğÿ˜ğÿ–•ğÿğÿ–•ğÿ"
"1538","leadership like antifa and blm like that kind of leadership latinasfortrump"
"1539","trump"
"1540","somehow i donâ€™t think attacking your opponent with false claims of racism is helping to lower the temperaâ€"
"1541","it exactly what your mudslinging campaign is doing too perhaps look in the mirrorthen step down as a caâ€"
"1542","president trump is as busy as any president i can rememberall of your suggestions are what hes alreadâ€"
"1543","we get it you think like many democrat mayors and governors that appeasing the mob will fix things"
"1544","does joeâ€™s twitter writer doesnâ€™t get paid forhis tweets the are incredibly lamejoeâ€™s diminishing mâ€"
"1545","by retreating"
"1546","people use common sense this person is a fraud always has been and is a fool who if elected will be taâ€"
"1547","why couldnâ€™t you â€œbuild back betterâ€ during theyears you and obama were running things you guys builtâ€"
"1548","set fire everywhere i think america is trump only and these saudis think that they are the only people kiâ€"
"1549","joe do you know where your at how about what year it is"
"1550","i love going to these comment sections and looking at what a mess you americans are lmao"
"1551","your greatest accomplishment was co authoring the crime bill which has caused alot of poverty in africanâ€"
"1552","again why do you talk about it being someone else not you"
"1553","trump greatest president of all time"
"1554","your instinct should be to debate trump"
"1555","fool wait for the corpse"
"1556","go change your depends joe enough from you for today your sick brain needs a rest€"
"1557","hello china puppet"
"1558","biden make me sleepnow i undestand the name sleppy"
"1559","a leader who cant remember where he is"
"1560","we need leadership that doesnt pander to the extreme leftists"
"1561","okğÿ‘ğÿ"
"1562","democrats of the last thing we need right now"
"1563","what specifically is your solution to a crowd attempting to break in and set fire to a federal building"
"1564","not a helicopter in dc"
"1565","we needmore than ever we canâ€™t have a tard in the white house joe has been consistentâ€"
"1566","paedo stay away from the kids joe ğÿ"
"1567","i did not see him adding any fuel in the fire in seattle or portland why are you not doing anything abouâ€"
"1568","you talk aboutâ€œfueling the fireâ€isnâ€™t this you telling a black person sheâ€"
"1569","we know you fucked that bowl of spaghetti"
"1570","this election is about making america a world leader again notwaging war overseas and at its own people"
"1571","the st thing we need is law amp order where hard working american citizens are not losing their lives amp prâ€"
"1572","proud to be with you joeğÿ’™ğÿ‡ğÿ‡ğÿ’™ğÿ‡ğÿ‡ğÿ’™ğÿ‡ğÿ‡ğÿ’™ğÿ‡ğÿ‡ğÿ’™ğÿ‡ğÿ‡ğÿ‡ğÿ‡ğÿ‡ğÿ‡"
"1573","shut up joe"
"1574","dude you hadyears"
"1575","you are not that person"
"1576","gw ingin secepatnyarakyat anda membutuhkan anda untuk pimpin negeri united state of america"
"1577","after seeing several whites need not applyfrom your campaign president trump is not the one fueling tâ€"
"1578","the last thing we need right now is a president that needs help putting his pants on every morning"
"1579","god help us joe you are our only hope"
"1580","and that leader aint you leaders dont stutter and stumble through sentences"
"1581","no we need a strong leader that will make tough decisions regardless of whether people like him or not foâ€"
"1582","mrbiden you cant even take care of urself or family how much more taking care of america"
"1583","joe bidenâ€™s corruption and democrat lies are the last thing we need right now democratâ€™s wonâ€™t even condeâ€"
"1584","joe why do you and the dems hate aberuca so much trump"
"1585","listenedthis pile of bs this is ur typical old time campaign speech means zip empty words iâ€™ve listâ€"
"1586","if biden becomes president this wonderful country will go to hell"
"1587","wait can you pick president obama to be your vice president we get a god back in office and you are guarâ€"
"1588","in other words cave to the anarchists and criminals hell no"
"1589","this election is not just about not voting for donald trump you said you were running for president becâ€"
"1590","we already have a wonderful presidentplease go back to your basement trump and beyond"
"1591","you need to drink some fuel once you open your mouth its like a sleeping pill crickets"
"1592","you are the last thing america needs nowâ€ïâ€ï"
"1593","why did you cave in to the left wing of your party you won the nomination running as a moderate"
"1594","seviyorum seni dãnya lideri olacak adamsän"
"1595","definitely wonâ€™t be voting for joe"
"1596","ğÿ–•ğÿ"
"1597","sorry dude i had to take a call didnt see which button you ended up pushing"
"1598","youâ€™re a lying dog faced pony soldier"
"1599","in other words an buttkisser no thank you"
"1600","yo let me be your vice president"
"1601","empty words as usualmeaningless do nothing career politiciancorruptwho is now senileâ€"
"1602","struggles struggleswhat was that"
"1603","i wonder who actually runs bidenâ€™s twitter acctsure as hell isnt him"
"1604","he is a fire starter because he wants to keep the focus off his nasty self"
"1605","actually youre absolutely wrong america doesnt need to be trying to calm any waters or lower any teâ€"
"1606","biden wouldnt be the president they will"
"1607","what on earthis this the new political madness strategy attacking the other candidateâ€"
"1608","i hope that you wont be tolerated with iran the worst crimenal regime on earthyou can not give them nuâ€"
"1609","ok the whole country wjburn down with you in office"
"1610","this is one thing joe can deliver on heâ€™llnever add fuel to the fire when he speaks it sounds like itâ€™s his dying days"
"1611","much luck and god bless on your journey to be our president"
"1612","we definitely need you president biden"
"1613","are you and your people on dope"
"1614","joe you are no leader you are a criminal politician that is a fact the democratic party does not wantâ€"
"1615","years are not enough give memore this time hunter will become a billionaire ğÿ"
"1616","you mean like your â€œhope and change â€œ approach when you were vp for eight years so touchy feeliegrowâ€"
"1617","firewater yes joe water is exactly what we need to put out the literal democrat fires while hosingâ€"
"1618","itâ€™s the democrat left wing antifa arm thatâ€™s raising the temperaturedeliberately the playbook is oldpeople are waking up"
"1619","we need"
"1620","joe biden is a racist"
"1621","do people really believe this garbage you are losing the middle because of your pandering and far left iâ€"
"1622","ya gotta love talkingpointjoe still campaigning like it isnew sounding talking points each day râ€"
"1623","says the guy whos led around by a nanny no thanks grabby gramps"
"1624","he wants rioters arrested charged and prosecuted his economic plan calls for buy american trump wins even if he loses"
"1625","no debates"
"1626","i guess that leaves you out then where is blm why would anyone support institutionalizedsystematic racâ€"
"1627","to biden supportersyou better wake up i know the radicals never will because they want america to goâ€"
"1628","i like the idea of joe biden saying he will debate with trump if trump produces his tax returns"
"1629","your smile smell bad"
"1630","you literally just added fuel to the fireidiotğÿ‘‡"
"1631","alzheimers this man will be kept as a puppet so easily"
"1632","great speechi loved it back two censuses ago when you were coherent"
"1633","do not debate trumpwhy should you engage with a lunatickeep doing what you are doingtrump is self destructing good luck"
"1634","a history of bullshit platitudes while accomplishing nothing except self enrichment never had a real jobâ€"
"1635","the people who are literally adding fuel to the fire are actually those left radicals that control you"
"1636","make sure to click on it to read the story behind this pic"
"1637","its easy to calm the waters if you give the radicals everything they want"
"1638","your not going to calm anymore by opening boarder"
"1639","debate trump live"
"1640","ğÿğÿ˜‚ğÿ˜‚ğÿ˜‚ğÿ˜‚ğÿ˜‚ğÿ˜‚ğÿ˜‚ğÿ˜‚ğÿ˜‚ğÿ˜‚ğÿ˜‚ğÿ˜‚ğÿ˜‚ğÿ˜‚ğÿ˜‚ğÿ˜‚ğÿ˜‚ğÿ˜‚ğÿ˜‚ğÿ˜‚ğÿ˜‚ğÿ˜‚ğÿ˜‚ğÿ˜‚ğÿ˜‚ğÿ˜‚ğÿ˜‚ğÿ˜‚ğÿ˜‚ğÿ˜‚ğÿ˜‚ğÿ˜‚ğÿ˜‚ğÿ˜‚ğÿ˜‚ğÿ˜‚ğÿ˜‚ğÿ˜‚ğÿ˜‚ğÿ˜‚ğÿ˜‚ğÿ˜‚ğÿ˜‚ğÿ˜‚ğÿ˜‚ğÿ‡ğÿ‡ğÿ‡ğÿ‡ğÿ‡ğÿ‡ğÿ‡ğÿ‡ğÿ‡ğÿ‡ğÿ‡ğÿ‡ğÿ‡ğÿ‡ğÿ‡ğÿ‡ğÿ‡ğÿ‡ğÿ‡ğÿ‡ğÿ‡ğÿ‡ğÿ‡ğÿ‡ğÿ‡ğÿ‡ğÿ‡ğÿ‡ğÿ‡ğÿ‡ğÿ‡ğÿ‡ğÿ‡ğÿ‡ğÿ‡ğÿ‡ğÿ‡ğÿ‡ğÿ‡ğÿ‡ğÿ‡ğÿ‡ğÿ‡ğÿ‡ğÿ‡ğÿ‡ğÿ˜ğÿ˜ğÿ˜ğÿ˜ğÿ˜ğÿ˜ğÿ˜ğÿ˜ğÿ˜ğÿ˜ğÿ˜ğÿ˜ğÿ˜â€"
"1641","joe you dont even know who you are or who you are running against you get twoâ€"
"1642","we donâ€™t need you"
"1643","so you rile the â€˜watersâ€™ first by promoting riots defunding the police and banning the use of a provenâ€"
"1644","projecting isnâ€™t going to make you win joe i havenâ€™t heard one positive thing come out of the democratic camp"
"1645","ğÿ‡ğÿ‡ t ğÿ‡ğÿ‡ r ğÿ‡ğÿ‡ u ğÿ‡ğÿ‡ m ğÿ‡ğÿ‡ p ğÿ‡ğÿ‡"
"1646","joe democrat leaders like u are stoking amp supporting the rioting amp looting and now you want us to believâ€"
"1647","how is that burisma ukraine investigation going whereâ€™s hunter hidin"
"1648","trump doesnâ€™t turn a blind eye to criminals if doing your job is adding fuel to the fire that democratsâ€"
"1649","joe biden steals like a raccoon and moves like a turtlehe accomplished nothing sinceincluding â€"
"1650","thank you"
"1651","americansforbiden voteforourlives ğÿ‡ğÿ‡ğÿ”âœ”ï"
"1652","will never again be wholewhat kind of leadership is thatdemocrats the party of pessimism"
"1653","i hope that i will never forget that trump called this virus a hoax with no facts and people got sick andâ€"
"1654","åå–åœç”ÿåè åšåé˜ææ‰äšåèæ"
"1655","i hate you trump for what you have done to all of usğÿ’”"
"1656","ğÿ˜‚ğÿ˜‚ğÿ˜‚ joe your pathetic you canâ€™t even remember things how the hell you gona run a country jâ€"
"1657","sup with obamahe has all his cognitive skills you do not he asked you not to run but jill didnâ€™t listen"
"1658","you guys are so sweet"
"1659","the dream team we have completely lost the way but we have the opportunity to get back on câ€"
"1660","so what is she saying she indoctrinated them at an early age why is it everything the demâ€"
"1661","seriously let go guys let go if biden canâ€™t win without a barryis worse off than i thought puppetforeviljoe"
"1662","look at all he has done with no help from the democrats"
"1663","this is how decent humans interact this is how the leaders of our country speak the blue wâ€"
"1664","biden downplays hydroxychloroquine because he and democrats know that people dying of câ€"
"1665","wheres hunter"
"1666","vp joe where is the meat in this sandwich the inconsistencies are state gov driven this iâ€"
"1667","obama was americaâ€™s greatest mistake"
"1668","wow there used to ge boundaries yep like donâ€™t politically indoctrinate a bunch of other peopleâ€™s kids"
"1669","my friend joe biden has a plan to rebuilding our military"
"1670","so you are telling us you need barry at your side to prop you up"
"1671","trader joe you may not like president trump but if you love america you need to vote for hâ€"
"1672","jesus sickening publicity noplanbiden"
"1673","you will never be presidentmaga"
"1674","trader joeyou may not like president trump but if you love america you need to vote for him"
"1675","you know you know the thing"
"1676","we are friends joe but your nuts"
"1677","two of the finest the president america missed and the president america needs"
"1678","has done nothing in lastyears as a senator that he is trying to show us obamaâ€™s legacy to claim his own"
"1679","that was great gave me chills and put tears in my eyes ğÿ’™"
"1680","so planned"
"1681","ğÿ‘ ğÿ‘ ğÿ‘ ğÿ‘"
"1682","whythat turd isnâ€™t running"
"1683","whereshunterworkingnow"
"1684","so this socialist teacher spreads political propaganda to th graders and still has a joâ€"
"1685","fyi yâ€™all itâ€™s not barakâ€™s third term and heâ€™s obviously not super pumped to prop this thing up"
"1686","you just called her for political op we all know that you donâ€™t give a damn about these people"
"1687","biden"
"1688","thank you for taking your time to hear from ordinary hard working people our children are mâ€"
"1689","presidential"
"1690","you are both completely loosers"
"1691","you havent worked a day in your life he out of here"
"1692","is obama running again"
"1693","thatâ€™s awesome"
"1694","two looser"
"1695","not"
"1696","open schools when the pandemic started but opening schools when the pandemic at its peakâ€"
"1697","i have missed decency and humanity so much in the lastyears that seeing it literally makes me tear up"
"1698","arguing that all schools should be open is arguing that you want many teachers to get sickâ€"
"1699","ok that did it im yet again a blubbering mess i miss competence and empathy i miss seâ€"
"1700","you dragged obama out of the wings because no one likes you on your own"
"1701","did you guys talk about teaching tara reade a thing or two down in that hallway of the capitol complex"
"1702","itâ€™s a good thing you let him do the talking"
"1703","then why are you politicizing it"
"1704","hear the one aboutclowns ğÿ in a roomone never voted while into the senate and the other is an out right racist"
"1705","poor guy can hardly even speak biden needs to avoid debating trump at all costs aâ€"
"1706","assure everyone can voteuse the same infrastructure we use for irs taxesall citizenâ€"
"1707","are you going to spendon pizza and hotdogs for a private party at the white house iâ€"
"1708","breaking us economic contraction ofis the worst on record"
"1709","did somebody have to dial the number for you dementia joe did you lick the phone thinking iâ€"
"1710","why doesnâ€™t anyone talk about this americans life"
"1711","tara reade is the face of the metoo movement and your good old boy network trashed itshame on you"
"1712","ill vote forand not forbecause i prefer disaster to catastrophe"
"1713","that was the most disgusting thing i have ever seenshame on you biden and osamatrump"
"1714","joe didnt write this he has dementia joe is married to joe"
"1715","itâ€™s a great video but i thought joe was running for president he canâ€™t letdominate thâ€"
"1716","i love these clipsyou guys are so human and straight up having conversationsthank you"
"1717","omgi miss compassionate leadership"
"1718","stop living in the past and do a debate on the future"
"1719","itâ€™s crazy i canâ€™t see the strings obama is using to move that puppets mouth and arm"
"1720","this is great why didnt we see this coming can trump be held accountable votejoebidentosaveamerica"
"1721","hello beth this is sleepy joeof course we can have taxpayers pay you not to work justâ€"
"1722","great job"
"1723","usually i shed tears for what this thing trump is doing to americathe military program is aâ€"
"1724","barry obama was a common criminal"
"1725","whose running for president biden or obama biden didnâ€™t say a word whose going to do hiâ€"
"1726","god bless you joeand god bless president obama for showing us what a real president of the united states is"
"1727","butobama isnt running that old white guy from the nursing home is obama will be stayiâ€"
"1728","open schools no excuse"
"1729","online schooling no waiver in the world will bring them back and not all risks should be acâ€"
"1730","im not jealoushonestlyğÿ we need joe ğÿ’™ğÿœšğÿ’™"
"1731","and everyone said trump was going to turn the presidency into a reality tv show barack obamâ€"
"1732","how can we expect you to run this country and deal with our adversaries when you wonâ€™t evenâ€"
"1733","this actually comforted me and i havenâ€™t felt comforted in a very long time"
"1734","joe biden and you not going to do anything now expresident obama you are a joke my wife telâ€"
"1735","cut chris dodd loosehes stepping on your messagemost women support kamala as yourâ€"
"1736","trump has been a total disaster his incompetence is the reason we havepeople deadâ€"
"1737","joe you dont have to do this"
"1738","nobody cares about you or your criminal friend"
"1739","does anyone not see it there were boundaries you did not politicizereallyâ€"
"1740","lucky educator to have a presidentand future president give you a call"
"1741","am sorry but i blame democrats for all of trumpâ€™s actions they donâ€™t have the backbone toâ€"
"1742","youâ€™re disgusting youâ€™re both disgusting humans joe biden youâ€™ve been in politics for overâ€"
"1743","not just the usa the world needs joe"
"1744","vp kamala harrisğÿ™"
"1745","amphave really taken voters for granted whatâ€™s funny is that you twoâ€"
"1746","iâ€™m confused is obama running again or is it impossible for biden do anything himself"
"1747","years ago i might have teared up now watching this fills me with rage fu youtraitors"
"1748","i am proud mother of a teacherhe saw first hand damage caused by remote learningour châ€"
"1749","jai ho"
"1750","neither of them answered the question hahahaha what a couple of turds"
"1751","more importantly whoâ€™s his vp"
"1752","iâ€™m a teacher we need someone in the white house who cares about educationhâ€"
"1753","this teacher says thank you to both of you"
"1754","every time i watch a biden add like this it makes me smile and with obama in it makes it eveâ€"
"1755","oh look a union democrat propagandist that pushes marxist howard zinn bullshit"
"1756","what a class act of a past president and vice president ofyears who generally care deeplyâ€"
"1757","heywhy is it that every time i open this app the very first tweet i see is sleepâ€"
"1758","you are republican lite we are sick of this old fashioned government get out"
"1759","omg"
"1760","only teachers are not going back because of the unions list of demands unrelated to safety oâ€"
"1761","what is your plan for dealing with the children being murdered in the streets the neighborhâ€"
"1762","have obama stop doing all the talking we are here to see bidens leadership"
"1763","youre nothing withoutdont forget itwithout being a lickspittle lackey toâ€"
"1764","curse this holy ignorance deceiving people is a part of your holy ignorance"
"1765","really riding those coat tails pretty hard"
"1766","lol joe youve been i washington since the mid s amp tell me one thing you have done in â€"
"1767","and the father of a crack head"
"1768","eliminate student debtmedicare for allgndstop pretending you care you do not"
"1769","when you are a weak candidate with a lack of support and accomplishments lean on previous pâ€"
"1770","workingmonths out of the year isnâ€™t hard the only thing easier is working themonths aâ€"
"1771","this is a total staged call what a scam theseguyâ€™s are crooks from the word go"
"1772","obama the most corrupt non president ever"
"1773","just wondering how many grocery store workers have you called who keep food on shelvestruckâ€"
"1774","nice guys"
"1775","confused as to why biden has to have obama doing hiscampaigning and talking to voters whaâ€"
"1776","meanwhile biden be like"
"1777","obama led the most corrupt admin in the history of america he weaponized our intel agenciesâ€"
"1778","teachers union much dementiajoe obamagate"
"1779","ugh the cheesiest poorest quality fake af ad iâ€™ve ever seen and the conference phone magâ€"
"1780","joe bidenâ€iâ€™m the proud husband of ugh ugh you know the thingâ€"
"1781","where in the world is perez he is the biggest loser the dems have ever had name one singleâ€"
"1782","go get em joe atyears old i have never seen such lack of leadership in this country yoâ€"
"1783","staged"
"1784","oh my goodness a war criminal and the guy responsible for unfathomable amounts of unjust bâ€"
"1785","meanwhile back in ukraine and those criminal indictments"
"1786","the black community is overly represented in covid deathsthe democrats and big tech areâ€"
"1787","going after the teacher vote now with the patronizing grandfather vibe after least you canâ€"
"1788","these two idiots are the most corrupt people in politicstogether foryears they did notâ€"
"1789","this is awesome but my question to you is such both of you saw this entire russian thing hâ€"
"1790","thats how leaders do it"
"1791","of course teachers donâ€™t want to go back to work they get paid for sitting home"
"1792","joe biden says â€œi think we should teach the islamic religion in our schoolsâ€ take god outâ€"
"1793","they know how to listen"
"1794","damn i miss having an intelligent compassionate president"
"1795","these guys are so phony one is being investigated in the ukraine and the other in the usâ€"
"1796","joe nodding off while obummer panders to â€œteachersâ€ ğÿ™„ pathetic ğÿ™„ğÿ™„"
"1797","educators actual teachers were driven out years ago hence th in the world in math scienâ€"
"1798","hey youre also a proud father and grandfather right whereshunter"
"1799","oh please please let trump leave the white house"
"1800","bozo will not help you win dementia"
"1801","joe ive heard of a few instances of ppe confiscation by the fed govt like the one belowâ€"
"1802","you canâ€™t call her on your own"
"1803","can we push election day up to now i canâ€™t waif to getin the oval office we haâ€"
"1804","sorry im voting third party bro"
"1805","i would definitely have let it go to voicemail ğÿ˜"
"1806","the facts are more children have died from automobile accidents than have died from covidâ€"
"1807","staged and fake"
"1808","i cant believe people still fall for this kind of shitpoliticians are actors you moronsâ€"
"1809","biden canâ€™t even speak for himself all these barack and i videos where itâ€™s only obama talâ€"
"1810","ğÿğÿğÿğÿğÿğÿğÿğÿğÿğÿğÿğÿğÿ"
"1811","so proud of my next amazing presidentlove to see a good leader who give respect to womanthank you joe"
"1812","kids will be okay if they do the home schooling thing as long as they need kids are flexiblâ€"
"1813","joe im begging you let me out yo basement"
"1814","the young people of today will not tolerate the bullshit my generation did numbered are theâ€"
"1815","consistancy isbest never trait apologies for a negative comment but letâ€™â€"
"1816","racistsleepyjoe"
"1817","thank youbiden"
"1818","we should not politicize public healthdems and bothof you have been blaming trump for thisviâ€"
"1819","i will be voting for joe biden"
"1820","obama and biden never politicize public health"
"1821","probably not a good calldid your wife supply some of her students"
"1822","this brought me a smile i cannot wait our country is back in capable handsridinwithbiden"
"1823","it is thursday july thand the pedophile joseph robinette biden should be charged wiâ€"
"1824","usa is a verry lucky they have new great candidategod bless you joe biden god bâ€"
"1825","obama already had hisyears a fame quit trying to ride his coattails"
"1826","joe biden has the heart and compassion to be president thatâ€™s why weâ€™re bidenrepublicans"
"1827","this is a future president who cares about common economic problems of american people"
"1828","this is missing from the usa a president with humanity"
"1829","dr jonathan reiner cardiologistthe presidenthas no strategy â€ theâ€"
"1830","ok tears welling up in my eyes i miss president obama so much his voice is my emotional anchor right now âï"
"1831","biden and obama make me cry every time they speak we need them desperately"
"1832","bs if thats the case why is the house going on recess without passing a stimulas package tâ€"
"1833","so that are busy politicisinggradeskids instead of teaching them about their future carâ€"
"1834","luck lady"
"1835","as a brit i know the world is ready for your safe hands at the helm ğÿ‡ğÿ‡ğÿ‡ğÿ‡"
"1836","how about you stand on your ownfeet youâ€™re still riding obamaâ€™s coat tail pathetic bâ€"
"1837","the democrats have been politicizing school safety since they latched on to the gun controlâ€"
"1838","the radical left always making false promises and never delivers and hasyears to back that up"
"1839","awesome"
"1840","biden"
"1841","if walmart workers can consistently see new customers everyday this melissa mcarthy lookinâ€"
"1842","lovely from two great individuals"
"1843","can you ask him to him me a call too just a tad bit depressed in detroit need a little pâ€"
"1844","people would not be so confused and upset ifpoliticians had the moral fiber to resistâ€"
"1845","you need the media asking the president whatâ€™s his federal plan to stop the trump virushe will go off the rails ğÿ˜‚"
"1846","totally planed scippted acting pathetic"
"1847","teachers amp preachersimportant to us allwell done youcalling betha true showing of gracâ€"
"1848","a call you are in politics foryears you did nothing for teachers or anybody elseâ€"
"1849","i agree with barack if you do your job open all schools and do your job"
"1850","â€œi think probably kindness is my number one attribute in a human being iâ€™ll put it before aâ€"
"1851","on julyi quickly browsed bidenâ€™s lengthy planof them were talking about his thougâ€"
"1852","sleepy joe is at it again"
"1853","dvwinners dvwe will be voting forwhoâ€™s with us"
"1854","joe please go hide"
"1855","whereâ€™s hunter"
"1856","gentlemenas a former high school teacher i applaud your efforts to give guidance and coâ€"
"1857","hearing that just brings to the fore front how bad things are right now health care and scâ€"
"1858","no body is proud of you bothboth are criminal you pushed russia and iran tâ€"
"1859","this is what true leaders do this is what is expected of a potusthe common touch beingâ€"
"1860","i miss having a literate and thoughtful president"
"1861","are you going to make your brother the secretary of educationhe also loves to take publicâ€"
"1862","using this logic hunter could argue that he should be vp"
"1863","trump deserves praise for destroying the gopyears ahead of schedule"
"1864","â€œwe also donâ€™t have an idea what we are doing but we are very proud of you bethâ€"
"1865","whereâ€™s hunter"
"1866","announce a vp already"
"1867","you were too busy sniffing innocent children to see it coming"
"1868","dvwinnersdvin god we trust please help us"
"1869","i think trumps administration should create a fake dossier have the fbi ok it as factual anâ€"
"1870","joe obama is literally your â€˜trumpâ€™ card just let that one sink in"
"1871","i cant wait vote blue"
"1872","ğÿ’™ğÿ‡ğÿ‡ğÿ’™"
"1873","year loser joe running the country"
"1874","he was a teacher too justiceforbernelltrammell"
"1875","you called white karenhow â€œprogressiveâ€ ğÿ˜‚"
"1876","iâ€™m a teacher too and i totally agree with beth ğÿ‘"
"1877","ğÿ’™ğÿ’™ğÿ’™ğÿ˜ğÿ˜ğÿ˜"
"1878","sure you did wheres hunter"
"1879","obamayou didnt politicize public health continues to politicize public health"
"1880","obamagate is not going away"
"1881","goand"
"1882","where are you teamjoebasementjoe"
"1883","donâ€™t act like you give a shit ğÿ˜‚"
"1884","i love these little videosreal leaders care about other people"
"1885","its time to invest in a realpresident joe now it time get cheat lie fake presidentliketrump out"
"1886","this is the sign of a true president of the united states vote for joe biden"
"1887","dude youre more confused than michelle obamas gynecologist time to go back to your basement dementiajoe"
"1888","you both need to be in prison you un masks are slipping"
"1889","is going to a ukrainian prison camp bidenukrainiancorruption"
"1890","joe cringy cring biden"
"1891","biden has shown us that theres a super thin line between aging and deteriorating"
"1892","if health matters were not political in the pastwhy aredoing it much nowâ€"
"1893","so sweet of you"
"1894","we need a president whoâ€™s not proud of his phone call we need one who is proud of his countâ€"
"1895","two of the biggest crooks and liers"
"1896","lyingdogfacedponysoldier ğÿ˜‚ğÿ"
"1897","yo biden did ur compaingan offices receive parcel contains seeds from oversea"
"1898","ğÿ™œğÿğÿ™œğÿğÿ‘šğÿğÿ’ğÿğÿ‘ğÿğÿâğÿ™œğÿ"
"1899","thanks joe we know you care about us all of us"
"1900","jill biden was a public school teacher for two years in the s"
"1901","bla bla bla"
"1902","âïâïâï"
"1903","you dont politicize public health then forces america to pay for aca"
"1904","posing bs as usual obamabidens presidency of posture and vanity feel good do nothing phâ€"
"1905","now â€œmumblesâ€ is pandering to teachers"
"1906","we all know joe has handlers i just didnâ€™t know it was barack obama heâ€™s retired joe quitâ€"
"1907","so sweet"
"1908","awwwww thats nicemy heart melts ğÿ—ğÿ—i hope she get the help she neededyesss very importaâ€"
"1909","the real joe biden"
"1910","at least biden isnt completely indifferent to the plight of ordinary people"
"1911","get the f back to work like everyone else teachers trying to cash a check and work via zoom gtfo"
"1912","weird all her students only like biden and obama as if that was the only choice their taught to choose"
"1913","go kids"
"1914","old man joe always has to have someone lead him around and tell him what to do"
"1915","i just dont get it joe every time you open your mouth you get it wrong"
"1916","i heard joe was just found riding his lawn mower on the freeway"
"1917","mr biden i am worried that if you donâ€™t dare interview with chris wallace how will you deal with chinaâ€"
"1918","the only thing that will do that is a marxist president"
"1919","leadership isnt something you bring to the table you are the real disgrace"
"1920","he spews division and hatred he is an awful corrupt person and i donâ€™t understand why he is being allowâ€"
"1921","the fact thatis still polling atshows peopleâ€™s lack of enthusiasm forwâ€"
"1922","now show us the clip where you didnt know what state you were in which is every clip lets be honest neverbiden"
"1923","whereshunterworkingnow"
"1924","you need someone to tell you what to do you are no leader"
"1925","where was this speech given your basement"
"1926","man we need you now"
"1927","in other words creepy joe you donâ€™t plan to stand up to this leftist evil happening all throughout ameriâ€"
"1928","adding fuelwhy donâ€™t you denounce the riots looting and the injuring of law enforcement officers"
"1929","joe nowis crying about mail in voting again and now heâ€™s floating the insane idea of delaying the election"
"1930","â€œcalm the waters and lower the temperatureâ€ translation submit to violent mob rule and hand over the country to communists"
"1931","joe beat it idiot"
"1932","joe u have a teleprompter right in front of u u have fucked up on every speech"
"1933","we need medicare for alleliminate student debtgndact in the interests of the citizens instead ofâ€"
"1934","so why arent you out there telling all the violent rioters to go home and stop looting killing maimingâ€"
"1935","you have hadyears in the government and have not done a whole lot for america and a ton for yourselfâ€"
"1936","build back betterlmao who would give incoherent biden a tongue twistercan wait for all the versâ€"
"1937","why donâ€™t you come out against the riotsuntil you do we canâ€™t be sure youâ€™re not just an empty vesselâ€"
"1938","calm waters look what democratic cities look like i donâ€™t call that calming waters"
"1939","youre not in a position to lecture us about calming anything riots have blown up because leftist mediaâ€"
"1940","a concrete brick would do a better job than trump"
"1941","joe youhavemyvotebut i wish you would losethecatchphrases likecalm the watersand evenfuel the fireâ€"
"1942","comparing yourself to jesus now hardlyğÿ˜‚ğÿ˜‚ğÿ˜‚ğÿ˜‚ğÿ˜‚ğÿ˜‚ğÿ˜‚ğÿ˜‚ğÿ˜‚ğÿ˜‚ğÿ˜‚ğÿ˜‚ğÿ˜‚ğÿ˜‚ğÿ˜‚ğÿ˜‚ğÿ˜‚ğÿ˜‚ğÿ˜‚ğÿ˜‚ğÿ˜‚ğÿ˜‚ğÿ˜‚"
"1943","you cant tell people the truth you must show people the truth we the people are seeing the truth for oâ€"
