"","text","emotion","polarity"
"1727","butobama isnt running that old white guy from the nursing home is obama will be stayiâ€","unknown","positive"
"1728","open schools no excuse","unknown","neutral"
"1729","online schooling no waiver in the world will bring them back and not all risks should be acâ€","unknown","positive"
"1730","im not jealoushonestlyğÿ we need joe ğÿ’™ğÿœšğÿ’™","unknown","negative"
"1731","and everyone said trump was going to turn the presidency into a reality tv show barack obamâ€","disgust","neutral"
"1732","how can we expect you to run this country and deal with our adversaries when you wonâ€™t evenâ€","joy","positive"
"1733","this actually comforted me and i havenâ€™t felt comforted in a very long time","unknown","negative"
"1734","joe biden and you not going to do anything now expresident obama you are a joke my wife telâ€","unknown","positive"
"1735","cut chris dodd loosehes stepping on your messagemost women support kamala as yourâ€","unknown","negative"
"1736","trump has been a total disaster his incompetence is the reason we havepeople deadâ€","unknown","negative"
"1737","joe you dont have to do this","unknown","positive"
"1738","nobody cares about you or your criminal friend","joy","neutral"
"1739","does anyone not see it there were boundaries you did not politicizereallyâ€","unknown","positive"
"1740","lucky educator to have a presidentand future president give you a call","unknown","neutral"
"1741","am sorry but i blame democrats for all of trumpâ€™s actions they donâ€™t have the backbone toâ€","sadness","negative"
"1742","youâ€™re disgusting youâ€™re both disgusting humans joe biden youâ€™ve been in politics for overâ€","disgust","negative"
"1743","not just the usa the world needs joe","unknown","positive"
"1744","vp kamala harrisğÿ™","unknown","positive"
"1745","amphave really taken voters for granted whatâ€™s funny is that you twoâ€","unknown","positive"
"1746","iâ€™m confused is obama running again or is it impossible for biden do anything himself","unknown","negative"
"1747","years ago i might have teared up now watching this fills me with rage fu youtraitors","anger","neutral"
"1748","i am proud mother of a teacherhe saw first hand damage caused by remote learningour châ€","joy","neutral"
"1749","jai ho","unknown","positive"
"1750","neither of them answered the question hahahaha what a couple of turds","unknown","negative"
"1751","more importantly whoâ€™s his vp","unknown","positive"
"1752","iâ€™m a teacher we need someone in the white house who cares about educationhâ€","unknown","neutral"
"1753","this teacher says thank you to both of you","unknown","positive"
"1754","every time i watch a biden add like this it makes me smile and with obama in it makes it eveâ€","joy","neutral"
"1755","oh look a union democrat propagandist that pushes marxist howard zinn bullshit","unknown","positive"
"1756","what a class act of a past president and vice president ofyears who generally care deeplyâ€","joy","positive"
"1757","heywhy is it that every time i open this app the very first tweet i see is sleepâ€","unknown","positive"
"1758","you are republican lite we are sick of this old fashioned government get out","disgust","negative"
"1759","omg","unknown","positive"
"1760","only teachers are not going back because of the unions list of demands unrelated to safety oâ€","unknown","negative"
"1761","what is your plan for dealing with the children being murdered in the streets the neighborhâ€","unknown","positive"
"1762","have obama stop doing all the talking we are here to see bidens leadership","unknown","positive"
"1763","youre nothing withoutdont forget itwithout being a lickspittle lackey toâ€","unknown","negative"
"1764","curse this holy ignorance deceiving people is a part of your holy ignorance","unknown","negative"
"1765","really riding those coat tails pretty hard","unknown","neutral"
"1766","lol joe youve been i washington since the mid s amp tell me one thing you have done in â€","unknown","negative"
"1767","and the father of a crack head","unknown","negative"
"1768","eliminate student debtmedicare for allgndstop pretending you care you do not","joy","neutral"
"1769","when you are a weak candidate with a lack of support and accomplishments lean on previous pâ€","joy","neutral"
"1770","workingmonths out of the year isnâ€™t hard the only thing easier is working themonths aâ€","unknown","neutral"
"1771","this is a total staged call what a scam theseguyâ€™s are crooks from the word go","unknown","negative"
"1772","obama the most corrupt non president ever","surprise","neutral"
"1773","just wondering how many grocery store workers have you called who keep food on shelvestruckâ€","unknown","positive"
"1774","nice guys","unknown","positive"
"1775","confused as to why biden has to have obama doing hiscampaigning and talking to voters whaâ€","unknown","negative"
"1776","meanwhile biden be like","joy","positive"
"1777","obama led the most corrupt admin in the history of america he weaponized our intel agenciesâ€","unknown","negative"
"1778","teachers union much dementiajoe obamagate","unknown","positive"
"1779","ugh the cheesiest poorest quality fake af ad iâ€™ve ever seen and the conference phone magâ€","unknown","negative"
"1780","joe bidenâ€iâ€™m the proud husband of ugh ugh you know the thingâ€","joy","neutral"
"1781","where in the world is perez he is the biggest loser the dems have ever had name one singleâ€","unknown","positive"
"1782","go get em joe atyears old i have never seen such lack of leadership in this country yoâ€","sadness","negative"
"1783","staged","unknown","positive"
"1784","oh my goodness a war criminal and the guy responsible for unfathomable amounts of unjust bâ€","anger","negative"
"1785","meanwhile back in ukraine and those criminal indictments","unknown","neutral"
"1786","the black community is overly represented in covid deathsthe democrats and big tech areâ€","unknown","negative"
"1787","going after the teacher vote now with the patronizing grandfather vibe after least you canâ€","unknown","negative"
"1788","these two idiots are the most corrupt people in politicstogether foryears they did notâ€","unknown","negative"
"1789","this is awesome but my question to you is such both of you saw this entire russian thing hâ€","unknown","neutral"
"1790","thats how leaders do it","unknown","positive"
"1791","of course teachers donâ€™t want to go back to work they get paid for sitting home","sadness","positive"
"1792","joe biden says â€œi think we should teach the islamic religion in our schoolsâ€ take god outâ€","sadness","positive"
"1793","they know how to listen","unknown","positive"
"1794","damn i miss having an intelligent compassionate president","unknown","neutral"
"1795","these guys are so phony one is being investigated in the ukraine and the other in the usâ€","unknown","negative"
"1796","joe nodding off while obummer panders to â€œteachersâ€ ğÿ™„ pathetic ğÿ™„ğÿ™„","sadness","negative"
"1797","educators actual teachers were driven out years ago hence th in the world in math scienâ€","unknown","positive"
"1798","hey youre also a proud father and grandfather right whereshunter","joy","positive"
"1799","oh please please let trump leave the white house","joy","positive"
"1800","bozo will not help you win dementia","unknown","positive"
"1801","joe ive heard of a few instances of ppe confiscation by the fed govt like the one belowâ€","disgust","positive"
"1802","you canâ€™t call her on your own","unknown","negative"
"1803","can we push election day up to now i canâ€™t waif to getin the oval office we haâ€","unknown","negative"
"1804","sorry im voting third party bro","anger","negative"
"1805","i would definitely have let it go to voicemail ğÿ˜","unknown","positive"
"1806","the facts are more children have died from automobile accidents than have died from covidâ€","unknown","positive"
"1807","staged and fake","unknown","negative"
"1808","i cant believe people still fall for this kind of shitpoliticians are actors you moronsâ€","joy","neutral"
"1809","biden canâ€™t even speak for himself all these barack and i videos where itâ€™s only obama talâ€","unknown","positive"
"1810","ğÿğÿğÿğÿğÿğÿğÿğÿğÿğÿğÿğÿğÿ","unknown","positive"
"1811","so proud of my next amazing presidentlove to see a good leader who give respect to womanthank you joe","joy","positive"
"1812","kids will be okay if they do the home schooling thing as long as they need kids are flexiblâ€","unknown","negative"
"1813","joe im begging you let me out yo basement","unknown","negative"
"1814","the young people of today will not tolerate the bullshit my generation did numbered are theâ€","unknown","positive"
"1815","consistancy isbest never trait apologies for a negative comment but letâ€™â€","unknown","negative"
"1816","racistsleepyjoe","unknown","positive"
"1817","thank youbiden","unknown","positive"
"1818","we should not politicize public healthdems and bothof you have been blaming trump for thisviâ€","unknown","positive"
"1819","i will be voting for joe biden","unknown","positive"
"1820","obama and biden never politicize public health","unknown","positive"
"1821","probably not a good calldid your wife supply some of her students","joy","positive"
"1822","this brought me a smile i cannot wait our country is back in capable handsridinwithbiden","unknown","positive"
"1823","it is thursday july thand the pedophile joseph robinette biden should be charged wiâ€","unknown","positive"
"1824","usa is a verry lucky they have new great candidategod bless you joe biden god bâ€","joy","positive"
"1825","obama already had hisyears a fame quit trying to ride his coattails","unknown","negative"
"1826","joe biden has the heart and compassion to be president thatâ€™s why weâ€™re bidenrepublicans","joy","positive"
"1827","this is a future president who cares about common economic problems of american people","unknown","neutral"
"1828","this is missing from the usa a president with humanity","unknown","positive"
"1829","dr jonathan reiner cardiologistthe presidenthas no strategy â€ theâ€","unknown","positive"
"1830","ok tears welling up in my eyes i miss president obama so much his voice is my emotional anchor right now âï","unknown","negative"
"1831","biden and obama make me cry every time they speak we need them desperately","unknown","negative"
"1832","bs if thats the case why is the house going on recess without passing a stimulas package tâ€","unknown","positive"
"1833","so that are busy politicisinggradeskids instead of teaching them about their future carâ€","unknown","negative"
"1834","luck lady","unknown","positive"
"1835","as a brit i know the world is ready for your safe hands at the helm ğÿ‡ğÿ‡ğÿ‡ğÿ‡","unknown","positive"
"1836","how about you stand on your ownfeet youâ€™re still riding obamaâ€™s coat tail pathetic bâ€","sadness","negative"
"1837","the democrats have been politicizing school safety since they latched on to the gun controlâ€","unknown","positive"
"1838","the radical left always making false promises and never delivers and hasyears to back that up","unknown","negative"
"1839","awesome","unknown","positive"
"1840","biden","unknown","positive"
"1841","if walmart workers can consistently see new customers everyday this melissa mcarthy lookinâ€","unknown","positive"
"1842","lovely from two great individuals","joy","positive"
"1843","can you ask him to him me a call too just a tad bit depressed in detroit need a little pâ€","sadness","negative"
"1844","people would not be so confused and upset ifpoliticians had the moral fiber to resistâ€","unknown","negative"
"1845","you need the media asking the president whatâ€™s his federal plan to stop the trump virushe will go off the rails ğÿ˜‚","unknown","positive"
"1846","totally planed scippted acting pathetic","sadness","negative"
"1847","teachers amp preachersimportant to us allwell done youcalling betha true showing of gracâ€","unknown","positive"
"1848","a call you are in politics foryears you did nothing for teachers or anybody elseâ€","unknown","negative"
"1849","i agree with barack if you do your job open all schools and do your job","unknown","neutral"
"1850","â€œi think probably kindness is my number one attribute in a human being iâ€™ll put it before aâ€","unknown","positive"
"1851","on julyi quickly browsed bidenâ€™s lengthy planof them were talking about his thougâ€","unknown","positive"
"1852","sleepy joe is at it again","unknown","positive"
"1853","dvwinners dvwe will be voting forwhoâ€™s with us","unknown","positive"
"1854","joe please go hide","disgust","positive"
"1855","whereâ€™s hunter","unknown","positive"
"1856","gentlemenas a former high school teacher i applaud your efforts to give guidance and coâ€","anger","positive"
"1857","hearing that just brings to the fore front how bad things are right now health care and scâ€","joy","positive"
"1858","no body is proud of you bothboth are criminal you pushed russia and iran tâ€","joy","neutral"
"1859","this is what true leaders do this is what is expected of a potusthe common touch beingâ€","unknown","negative"
"1860","i miss having a literate and thoughtful president","unknown","neutral"
"1861","are you going to make your brother the secretary of educationhe also loves to take publicâ€","joy","positive"
"1862","using this logic hunter could argue that he should be vp","unknown","negative"
"1863","trump deserves praise for destroying the gopyears ahead of schedule","unknown","positive"
"1864","â€œwe also donâ€™t have an idea what we are doing but we are very proud of you bethâ€","joy","positive"
"1865","whereâ€™s hunter","unknown","positive"
"1866","announce a vp already","unknown","positive"
"1867","you were too busy sniffing innocent children to see it coming","unknown","neutral"
"1868","dvwinnersdvin god we trust please help us","joy","positive"
"1869","i think trumps administration should create a fake dossier have the fbi ok it as factual anâ€","unknown","neutral"
"1870","joe obama is literally your â€˜trumpâ€™ card just let that one sink in","unknown","neutral"
"1871","i cant wait vote blue","sadness","positive"
"1872","ğÿ’™ğÿ‡ğÿ‡ğÿ’™","unknown","positive"
"1873","year loser joe running the country","unknown","negative"
"1874","he was a teacher too justiceforbernelltrammell","unknown","positive"
"1875","you called white karenhow â€œprogressiveâ€ ğÿ˜‚","unknown","positive"
"1876","iâ€™m a teacher too and i totally agree with beth ğÿ‘","unknown","positive"
"1877","ğÿ’™ğÿ’™ğÿ’™ğÿ˜ğÿ˜ğÿ˜","unknown","positive"
"1878","sure you did wheres hunter","unknown","positive"
"1879","obamayou didnt politicize public health continues to politicize public health","unknown","positive"
"1880","obamagate is not going away","unknown","positive"
"1881","goand","unknown","positive"
"1882","where are you teamjoebasementjoe","unknown","positive"
"1883","donâ€™t act like you give a shit ğÿ˜‚","joy","positive"
"1884","i love these little videosreal leaders care about other people","joy","neutral"
"1885","its time to invest in a realpresident joe now it time get cheat lie fake presidentliketrump out","sadness","negative"
"1886","this is the sign of a true president of the united states vote for joe biden","unknown","positive"
"1887","dude youre more confused than michelle obamas gynecologist time to go back to your basement dementiajoe","unknown","negative"
"1888","you both need to be in prison you un masks are slipping","unknown","negative"
"1889","is going to a ukrainian prison camp bidenukrainiancorruption","unknown","negative"
"1890","joe cringy cring biden","fear","negative"
"1891","biden has shown us that theres a super thin line between aging and deteriorating","unknown","positive"
"1892","if health matters were not political in the pastwhy aredoing it much nowâ€","unknown","positive"
"1893","so sweet of you","unknown","positive"
"1894","we need a president whoâ€™s not proud of his phone call we need one who is proud of his countâ€","joy","negative"
"1895","two of the biggest crooks and liers","unknown","positive"
"1896","lyingdogfacedponysoldier ğÿ˜‚ğÿ","unknown","positive"
"1897","yo biden did ur compaingan offices receive parcel contains seeds from oversea","unknown","positive"
"1898","ğÿ™œğÿğÿ™œğÿğÿ‘šğÿğÿ’ğÿğÿ‘ğÿğÿâğÿ™œğÿ","unknown","positive"
"1899","thanks joe we know you care about us all of us","joy","positive"
"1900","jill biden was a public school teacher for two years in the s","unknown","positive"
"1901","bla bla bla","unknown","positive"
"1902","âïâïâï","unknown","positive"
"1903","you dont politicize public health then forces america to pay for aca","unknown","negative"
"1904","posing bs as usual obamabidens presidency of posture and vanity feel good do nothing phâ€","joy","neutral"
"1905","now â€œmumblesâ€ is pandering to teachers","unknown","positive"
"1906","we all know joe has handlers i just didnâ€™t know it was barack obama heâ€™s retired joe quitâ€","unknown","positive"
"1907","so sweet","unknown","positive"
"1908","awwwww thats nicemy heart melts ğÿ—ğÿ—i hope she get the help she neededyesss very importaâ€","joy","positive"
"1909","the real joe biden","unknown","positive"
"1910","at least biden isnt completely indifferent to the plight of ordinary people","unknown","negative"
"1911","get the f back to work like everyone else teachers trying to cash a check and work via zoom gtfo","joy","negative"
"1912","weird all her students only like biden and obama as if that was the only choice their taught to choose","joy","neutral"
"1913","go kids","unknown","positive"
"1914","old man joe always has to have someone lead him around and tell him what to do","unknown","positive"
"1915","i just dont get it joe every time you open your mouth you get it wrong","sadness","negative"
"1916","i heard joe was just found riding his lawn mower on the freeway","unknown","positive"
"1917","mr biden i am worried that if you donâ€™t dare interview with chris wallace how will you deal with chinaâ€","unknown","positive"
"1918","the only thing that will do that is a marxist president","unknown","positive"
"1919","leadership isnt something you bring to the table you are the real disgrace","unknown","negative"
"1920","he spews division and hatred he is an awful corrupt person and i donâ€™t understand why he is being allowâ€","anger","negative"
"1921","the fact thatis still polling atshows peopleâ€™s lack of enthusiasm forwâ€","joy","neutral"
"1922","now show us the clip where you didnt know what state you were in which is every clip lets be honest neverbiden","unknown","positive"
"1923","whereshunterworkingnow","unknown","positive"
"1924","you need someone to tell you what to do you are no leader","unknown","negative"
"1925","where was this speech given your basement","unknown","positive"
"1926","man we need you now","unknown","negative"
"1927","in other words creepy joe you donâ€™t plan to stand up to this leftist evil happening all throughout ameriâ€","anger","negative"
"1928","adding fuelwhy donâ€™t you denounce the riots looting and the injuring of law enforcement officers","unknown","negative"
"1929","joe nowis crying about mail in voting again and now heâ€™s floating the insane idea of delaying the election","unknown","negative"
"1930","â€œcalm the waters and lower the temperatureâ€ translation submit to violent mob rule and hand over the country to communists","unknown","neutral"
"1931","joe beat it idiot","surprise","neutral"
"1932","joe u have a teleprompter right in front of u u have fucked up on every speech","unknown","positive"
"1933","we need medicare for alleliminate student debtgndact in the interests of the citizens instead ofâ€","unknown","neutral"
"1934","so why arent you out there telling all the violent rioters to go home and stop looting killing maimingâ€","unknown","negative"
"1935","you have hadyears in the government and have not done a whole lot for america and a ton for yourselfâ€","unknown","positive"
"1936","build back betterlmao who would give incoherent biden a tongue twistercan wait for all the versâ€","unknown","negative"
"1937","why donâ€™t you come out against the riotsuntil you do we canâ€™t be sure youâ€™re not just an empty vesselâ€","unknown","positive"
"1938","calm waters look what democratic cities look like i donâ€™t call that calming waters","joy","positive"
"1939","youre not in a position to lecture us about calming anything riots have blown up because leftist mediaâ€","unknown","neutral"
"1940","a concrete brick would do a better job than trump","unknown","positive"
"1941","joe youhavemyvotebut i wish you would losethecatchphrases likecalm the watersand evenfuel the fireâ€","unknown","positive"
"1942","comparing yourself to jesus now hardlyğÿ˜‚ğÿ˜‚ğÿ˜‚ğÿ˜‚ğÿ˜‚ğÿ˜‚ğÿ˜‚ğÿ˜‚ğÿ˜‚ğÿ˜‚ğÿ˜‚ğÿ˜‚ğÿ˜‚ğÿ˜‚ğÿ˜‚ğÿ˜‚ğÿ˜‚ğÿ˜‚ğÿ˜‚ğÿ˜‚ğÿ˜‚ğÿ˜‚ğÿ˜‚","unknown","positive"
"1943","you cant tell people the truth you must show people the truth we the people are seeing the truth for oâ€","unknown","neutral"
"1944","calm the waters and lower the temperature is politician speak for cave into whatever demands the rioteâ€","unknown","negative"
"1945","debate trump you coward","unknown","negative"
"1946","we need medicare for all","unknown","negative"
"1947","marytrump and marytrumpbook have confirmed what we now know abouthis own niece a pâ€","unknown","positive"
"1948","great speech and different then djt","joy","positive"
"1949","well that excludes you","unknown","positive"
"1950","can you revamp the entire school district in hillsborough county tampa florida the superintendentâ€","unknown","positive"
"1951","have you chosen yourtoken yetyou pathetic weak little man ğÿ™„","joy","negative"
"1952","trumpno socialism","unknown","positive"
"1953","youve been in politics foryrsyrs as us senator committee chairman an attorneyyrs vp imâ€","unknown","positive"
"1954","let me know when you find one","unknown","positive"
"1955","more well trodden platitudeswhats your plan sirthe actual plan to fix the countryas for the curâ€","unknown","positive"
"1956","usa is a verry lucky they have new great candidategod bless you joe biden god bless you ameâ€","joy","positive"
"1957","im glad biden and obama followed their instincts in directing the fbi to investigate trumpbidens insâ€","joy","positive"
"1958","sorryamerica doesnâ€™t want a puppet for president","unknown","neutral"
"1959","biden voteforourlives","unknown","positive"
"1960","the biden campaign put this out meaning this is the most coherent snippet they could findletâ€™s stop prâ€","unknown","positive"
"1961","thatâ€™s all want the president wants","unknown","positive"
"1962","joe youve got a lot to fix immediately if you get elected you have the power and the experience to revâ€","sadness","negative"
"1963","stophiding","unknown","positive"
"1964","yâ€™all are about to burn down get the bucket","sadness","negative"
"1965","joebiden","unknown","positive"
"1966","awesomeness","unknown","positive"
"1967","so who is running for president","unknown","positive"
"1968","traditional politician wow you now have a plan afteryears funnyğÿ˜‚","unknown","positive"
"1969","soyouâ€™re home schooled","unknown","positive"
"1970","what was your hand doing on this young girls breast joe€","unknown","positive"
"1971","i love joe but obama is a freaking natural like beto","joy","positive"
"1972","so sweet how they thanked her","unknown","positive"
"1973","trump at the moment has failed","unknown","positive"
"1974","awww that was so so sweet i love mymen gojoe","joy","positive"
"1975","you are a lying dog faced pony soldier caâ€™mon joe you graduatedout ofin law schoâ€","unknown","negative"
"1976","trumplandslide victory","unknown","positive"
"1977","this is bidens nurse he literally needs help walking talking and gâ€","unknown","positive"
"1978","my dear mother was a refugee and a proud american citizen she worked and paid her way throuâ€","joy","neutral"
"1979","here we go again joe biden clearly lacks the confidence or cache to call ordinary americasâ€","unknown","neutral"
"1980","understand diamond joe if youre support is behind the future generation of freethinkers iâ€","unknown","positive"
"1981","youre listening to the plight of teachers great show us what steps youâ€","joy","negative"
"1982","why did obama lowkey sound like doctor phil ğÿ˜‚ğÿ’€","joy","positive"
"1983","joe biden has dementia","unknown","positive"
"1984","defund the teachers if they donâ€™t want to work and give taxpayers back their school taxes gâ€","unknown","positive"
"1985","well done my president from november up front ilovebiden","unknown","positive"
"1986","decency honor respectability reason logic facts comprehension thoughtful empatheticâ€","unknown","positive"
"1987","trump once asked â€œwhat do you have to loseâ€ we are seeing what we have lost since he has beâ€","unknown","neutral"
"1988","you are so full of shxta pile of it","unknown","positive"
"1989","evidently your staff doesnâ€™t think much of the men and women of the policeany comment orâ€","unknown","positive"
"1990","ğÿ˜‚ğÿ˜‚ğÿ˜‚ğÿ˜‚ğÿ˜‚ğÿ˜‚","unknown","positive"
"1991","living off obama ğÿ˜‚ğÿ˜‚ğÿ˜‚ğÿ˜‚ğÿ˜‚","unknown","positive"
"1992","votebidentosaveamerica obamagreat democracy","unknown","positive"
"1993","more emotional no substance","unknown","negative"
"1994","you are married to a teacher and you still havent thought it was way past time that teacherâ€","unknown","negative"
"1995","ğÿ˜‚","unknown","positive"
"1996","donâ€™t overdo it with the obama adsbe wise be cautious be real americans so far appearâ€","unknown","negative"
"1997","biden canâ€™t even make a simple phone call without obama holding his hand given the latest câ€","unknown","neutral"
"1998","lmao obama saved you from losing the primary but is not going to save you from losing the general election","unknown","negative"
"1999","whos running for president biden or obama","unknown","positive"
"2000","why do you need obama to help you call someone are you that frail","unknown","negative"
"2001","sniff happy tears ğÿ˜ğÿ˜š thank vice president biden and president obama you made beths day aâ€","joy","neutral"
"2002","congratulationsjoe bidenand barack obama forgiving a support call to a teacher","unknown","neutral"
"2003","the job has turned into babysitting with a leftist indoctrination lesson plan teacher rolâ€","unknown","negative"
"2004","we cannot let trump delay our election","unknown","neutral"
"2005","i love thus conversation","joy","positive"
"2006","you can keep your doctor and your planobama the biggest lie ever so why should i trustâ€","unknown","neutral"
"2007","mrvp please do everything in your powerensure trump amp his cult postpone the election riâ€","joy","neutral"
"2008","and thank god the teachers unions are all nonpoliticalwait whats that they donate literâ€","sadness","positive"
"2009","what a dummy","unknown","negative"
"2010","ğÿ‘ğÿ‡ğÿ‡ğÿ—ğÿ‘ğÿ—","unknown","positive"
"2011","i really love what you two are doingnovember rd is our day everybody","joy","positive"
"2012","the last thing this country needs are two farm animals running this country","unknown","negative"
"2013","i love how barack did all the talkingstill sounds good by the wayand joâ€","joy","positive"
"2014","old joeif the kids cant go to school in personwe cant vote in persondementiajoe","unknown","positive"
"2015","china joe what about hunter biden and tara readethe media canâ€™t keep protecting you from justice","unknown","positive"
"2016","no idea wtf this meansâï","unknown","positive"
"2017","joe still looks like vp obama should â€œtalk less smile moreâ€","joy","positive"
"2018","awesome","unknown","positive"
"2019","you know these are bad times when a clip of people just being nice to each other makes you moved","sadness","positive"
"2020","the great panderer","joy","positive"
"2021","absolutely i hope so ğÿ‡ğÿ‡ğÿ‘â€ğÿğÿ‘â€ğÿğÿ—âœˆïâœˆïğÿ‡ğÿ‡","unknown","positive"
"2022","to see two of my toppresidents is so very heartwarming to witnessplease give us a lotâ€","unknown","positive"
"2023","when youre elected id like to build you a presidential race car sir","joy","positive"
"2024","pick tammy duckworth for vptedspeaksthetruth","joy","negative"
"2025","you two ass hates shit down all testing of hn youâ€™ve shown how you would handle a pandemiâ€","unknown","positive"
"2026","go go go dream team ğÿ˜ƒğÿ‘ğÿ","unknown","positive"
"2027","riding bho coattails you are shameless smooth talking bs artist has you groveling eh","unknown","negative"
"2028","i would have answered scammers quite calling me all you want is my money","unknown","positive"
"2029","great men","joy","positive"
"2030","we need a law that would allow both obama and biden back in the wh the country would be saved in short order","unknown","positive"
"2031","hey joe my wifeâ€™s taught the gifted and talented program at her school for â€","unknown","positive"
"2032","i have a teacher close to me they are worried about all the extra work being put on them pâ€","joy","negative"
"2033","thereâ€™s got to be some idiot who thinks you know what you are doing","unknown","neutral"
"2034","interesting that biden posture is one of listening while others are talking aâ€","unknown","positive"
"2035","real people for real times","unknown","positive"
"2036","if minimum wage workers at walmart can go to work everyday then so can teacheâ€","unknown","positive"
"2037","ğÿ’–","unknown","positive"
"2038","iâ€™m not crying your cryingğÿ˜love that she mentioned that these th graders are â€œthe mostâ€","unknown","positive"
"2039","pure bsnot any substantial idea or solution we are proud of you and you must be proud oâ€","joy","positive"
"2040","rofl such nice war criminals obamabiden are they were very polite while they were arming tâ€","anger","neutral"
"2041","so proud to be ridinwithbiden ğÿ’• love you both","joy","positive"
"2042","joebidenforpresident","unknown","positive"
"2043","donald j trumpâ h the drug companies are spending millions of dollars iâ€","unknown","positive"
"2044","this is what presidential sounds likethank youandfor remindingâ€","unknown","positive"
"2045","ğÿğÿğÿ","unknown","positive"
"2046","ğÿ˜ğÿ˜‚ğÿ’™","unknown","positive"
"2047","still hiding behind obama hello even as vp your records are bias prejudiced as president you wont change","unknown","neutral"
"2048","when will joe do his own tweetingjust like a life time politician to have his staff tweet for him","joy","positive"
"2049","mrpresident weâ€™re all counting the days until this nightmare is over","unknown","negative"
"2050","i donâ€™t understand how anyone can be happy with this video what is biden going to do if heâ€","joy","positive"
"2051","bidenisaracist","unknown","positive"
"2052","help","unknown","positive"
"2053","the republican answer","unknown","positive"
"2054","can you do anything without obama or invoking obamas name","unknown","positive"
"2055","as per usuallooks better riding the coattails ofsome guyâ€™s are just better number twoâ€™s","surprise","positive"
"2056","how obama and biden dont wake up every day screaming to the world about how tâ€","joy","positive"
"2057","who cares","unknown","positive"
"2058","bidenomar","unknown","positive"
"2059","wowthis is scary","fear","negative"
"2060","imagine a world where a politician didnt turn every event into a political movewhy couldâ€","disgust","positive"
"2061","joebidenforpresident","unknown","positive"
"2062","can we help the people on social security disability","unknown","positive"
"2063","â‡ï this shirt is a bfd â‡ïrun donâ€™t walk to get yours today","joy","negative"
"2064","how any parent that loves their children could even think about sending them back to schoolâ€","unknown","positive"
"2065","bring it on home joe weâ€™re rooting for you in the uk âœšğÿğÿ‡ğÿ‡ğÿ‡ğÿ‡","unknown","positive"
"2066","democrat mediapoliticians are provoking irrational fear across the nation re covid nowâ€","fear","negative"
"2067","you need to tell joe the year and where he isğÿ","unknown","negative"
"2068","did she allow you access to the kids","unknown","positive"
"2069","god i miss that man leadership will go a long way neither are perfect but theyâ€™ll get us to where we must go","sadness","negative"
"2070","see what specifically coming anyway this is an ad for obama biden said a few words still voting red maga","unknown","positive"
"2071","hey burisma biden how can you see anything while hiding in your basement","unknown","positive"
"2072","very touching indeed as a teacher for yrs in south africa never been given a recognitionâ€","unknown","positive"
"2073","this my friends is what leadership looks like ğÿ‡ğÿ‡ğÿ’™ğÿ‡ğÿ‡ğÿ’™","joy","positive"
"2074","themost corrupt pos on planet earth","unknown","negative"
"2075","joebidenforpresident","unknown","positive"
"2076","ğÿ˜…ğÿ˜‚ğÿğÿ˜‚ğÿ˜…ğÿ˜‚ğÿğÿ˜‚ğÿ˜…ğÿğÿ˜‚ğÿ˜…ğÿ˜‚ğÿğÿ˜‚ğÿ˜…ğÿ˜‚ğÿğÿ˜‚ğÿ˜…","unknown","positive"
"2077","panderific","unknown","positive"
"2078","thatâ€™s pretty cool","unknown","positive"
"2079","ğÿ","unknown","positive"
"2080","americans dont need a person that keeps gaffing like joe biden","joy","neutral"
"2081","joe you are theproudowner of corruption andbribery pressing and your son is involved to","unknown","negative"
"2082","this is what we get for that k lifetime salary","sadness","negative"
"2083","because you two have always been so effective at protecting the american peoplenot arentâ€","unknown","positive"
"2084","verynice but call up a black teacher too justbeingpoliticallycorrect ğÿğÿâ€â™€ïblm too ğÿ”","unknown","negative"
"2085","please pick susan rice for vp","joy","neutral"
"2086","ğÿ‘ğÿœš","unknown","positive"
"2087","you give us hope for the future","unknown","positive"
"2088","real peoplewith real leadership qualities","unknown","positive"
"2089","what a load of crap states have had months to come up with a plan wtf do we vote for goverâ€","unknown","positive"
"2090","you sure youâ€™re not a husband to your sisterbe careful not to mix them up again","unknown","positive"
"2091","i thought biden was running for presidentwhy does obama do the majority of the speakingâ€","unknown","positive"
"2092","so is barack running for president or are you","unknown","positive"
"2093","obama picked you for vp so the ticket would appeal to the wallace wing of the democratic parâ€","unknown","positive"
"2094","biden has to be lead to his vehicle because he doesnâ€™t know which one it is","unknown","positive"
"2095","ğÿ‡ğÿ‡","unknown","positive"
"2096","iâ€™m gonna leave this right here","unknown","positive"
"2097","itâ€™s unseemly for an expresident to be actively campaigning for a candidatehe should stay out of it","unknown","negative"
"2098","why dont you call all the peoples families that were murdered because of the incompetant demâ€","unknown","negative"
"2099","why didnt this happen when he was campaigninginstead he became agitated with voters whoâ€","unknown","negative"
"2100","joe big fan but be careful please temper your muslim encouragement with i in no way do not râ€","anger","neutral"
"2101","do you think riding president obamas coattail is going to convince everyone you know what youre doing","unknown","positive"
"2102","sheâ€™s so calm i would lose my mind","unknown","negative"
"2103","we the people are in trouble it is clear trump is losing control hes rant tweeting lyinâ€","unknown","negative"
"2104","yes god willing and many thanks to beth and all the amazing teachers out there","sadness","positive"
"2105","hi pres obama glad to see you there you saved me from losing my house almost exactlyyrsâ€","joy","neutral"
"2106","joe biden an old rich corrupt perverted white man with a history of documented racismâ€","unknown","negative"
"2107","dont ride on your wifes coattails","unknown","positive"
